,Headings,Content,Stars,headingSentiment,headingSentimentScore,contentSentiment,contentSentimentScore
368,"

                        Wish i had read these reviews before…
                
","
                Wish i had read these reviews before taking an ola - total scam
            ",1,NEGATIVE,0.7625344395637512,NEGATIVE,0.9997718930244446
369,"

                        The worst ever schedule booking system.
                
","
                The worst ever schedule booking system. Actually I scheduled an Ola cab to airport at 4.00am. As the picking time had reached it is showing that, we are unable to find a car. If it is the case then what is the meaning of scheduling the cab?If the system is unable to find the cab then why dont you inform earlier, so that the customer can choose an other alternative.Overall the worst ever experience with ola.
            ",1,NEGATIVE,0.9999966621398926,NEGATIVE,0.9999985694885254
370,"

                        Drove from Coventry to London
                
","
                Drove from Coventry to London. £150, my driver nearly had an accident whilst I was in the car. No indicators, swerving whilst on the motorway. Then we nearly had another car accident, I called Ola up, and was a promised a phone call back no one ever called me back, I called up again promised another phone call never received it. I called up 3 days later was allegedly speaking to a manager, who said he has the power to give me a refund but will not issue one. DO NOT USE OLA, THEY'RE TERRIBLE WHEN IT COMES TO CUSTOMER SERVICES.
            ",1,POSITIVE,0.9733192920684814,NEGATIVE,0.9999591112136841
371,"

                        Left in cold. AVOID!
                
","
                Call centre are unhelpful. Told me to send a screenshot of a problem in the app two times before I hung up.
            ",1,NEGATIVE,0.9999603033065796,NEGATIVE,0.9998470544815063
372,"

                        Cheating done by ola
                
","
                CRN : 4724883017I paid cash to my driver on my ride on 18th feb,  as he told he doesn't have cash for fuel. Then I  called your customer care and he conformed that you can pay. I told him to ensure that problem doesn't come again. He replied that it is record, so dont worry. After reaching my destination,  I kept on calling your customer care number but it's not connecting. I posted the complaint on your app today, but its replying that we cant help you. Today I am clicking on "" call us"" button, it's not workingIt is clear case of cheating , as you have blocked me so that I dotn call you for the payment.Pl look into the matter as reverse the amount immediately, other-wise I will have to go to consumer court.
            ",1,NEGATIVE,0.9990288019180298,NEGATIVE,0.9999642372131348
373,"

                        Ola drivers are real stupid fellows
                
","
                Ola drivers are real stupid fellows. They accept job but don't know how to use GPS and round and round just to make few extra hundreds. Sickening behavior of Ola
            ",1,NEGATIVE,0.9979064464569092,NEGATIVE,0.9999908208847046
374,"

                        Ola Ripp Off
                
","
                After weeks of nagging from every second Uber I get into, I finally accepted a $10 free token for my first Ola ride. Yes that's right, most Uber drivers now using two Apps at the same time. Last night I used the Ola App to book a car (very similar to the Uber App) only to be told by the App sorry your driver has cancelled the trip. I promptly ordered another car only to be cancelled again by the driver. I was also notified via SMS of the cancellations. By this time I was not happy and called an Uber. The following morning I checked my bank account and to my dismay had been charged for two Ola trips.
            ",1,NEGATIVE,0.981044590473175,NEGATIVE,0.999921441078186
375,"

                        Sometimes you end up with really bad…
                
","
                Sometimes you end up with really bad drivers - how come Ola is not able to filter them. It is not one off case, experienced multiple times.
            ",1,NEGATIVE,0.9981217980384827,NEGATIVE,0.99983811378479
376,"

                        Misguiding charges even after applying…
                
","
                Misguiding charges even after applying the coupons the freight is same there is no logic behind the way the charge you for the journey.. very unprofessional and disappointing
            ",1,NEGATIVE,0.9960152506828308,NEGATIVE,0.9999550580978394
377,"

                        Rubbish app
                
","
                Don't waste your time with this rubbish app because the drivers are useless. They take so long to get to you and to make things even worst they constantly drive away from your position or pass you... Not worth it... It's more like a scam. I was charged a cancellation fee, I cancelled because she was heading completely the opposite direction for some time
            ",1,NEGATIVE,0.9999507665634155,NEGATIVE,0.9999979734420776
378,"

                        Waste of time. Misleading customers to use it with low estimate, actual charges signif
                
","
                Tried using Ola a few times recently.First occasion, driver called and asked destination, then canceled tripSecond occasion, the ETA was 13mins. Waited much longer than this as driver was not moving in direction, then suddenly after waiting 20mins driver canceled.Third occasion, no issues with driver or car, however, Ola app showed estimate of 32-42, actual fare was $56, no significant traffic and driver went most direct route. Would have used Uber with a fixed fare of $46 if I knew this was going to happen. Not the first time either.
            ",1,NEGATIVE,0.9998062252998352,NEGATIVE,0.9998182654380798
379,"

                        ‪first ride with them
                
","
                ‪first ride with them - a passenger definately left a mobile phone on the back seat of their car the driver denied ever seeing it, contacted ola they said they will look into it, I’m not saying the driver took it but the phone was left in their car so either the driver or a passenger who was riding after us took it, so contacted them via twitter hoping they will be of any help, maybe will contact the next passenger or something. today I’ve received a voicemail from them couldnt understand a word the person was saying the voicemail was listened by several people and no one was able to understand what was being said, I only figured out who was calling after googling the number, contacted them again asking if they know what was the reason of their call however I’ve been ignored . Avoid!‬
            ",1,POSITIVE,0.9985199570655823,NEGATIVE,0.9999749660491943
380,"

                        Charged a different amount to my…
                
","
                Charged a different amount to my estimated charge and I made a complaint the call handler told me I don’t have to use the app anymore It’s not a must to use it very rude
            ",1,NEGATIVE,0.9933019876480103,NEGATIVE,0.9999051094055176
381,"

                        Ola and trustpiolt should investigate…
                
","
                Ola and trustpiolt should investigate the one star rating and very bad comments which in my knowledge do not make sense and are wrong because its all the same drivers working for uber, bolt,kapten and ola and all get rated by riders .It looks like there is campaign going on against Ola to put bad comments and ratings on social media.
            ",5,POSITIVE,0.9659132361412048,NEGATIVE,0.9999420642852783
382,"

                        3 rides with OLA, not one more!!!
                
","
                3 rides with OLA.First was ok, very short with the first voucher.Second was poor, the driver took wrong routes, and made me arrive late.Third is SHOCKING: driver was refused a priority, and tried to force his way until he had to jump on the brakes...Which is already unacceptable when you have driver's licence, not to mention customers in the car.Then he said ""I have to stop this guy"", proceeded to block the car and started fighting with the other driver, took out a metal stick from under the driver's seat and tried to hit the guy.He got pushed away and I ordered him to get in the car and drive!Even tough the driver apologized many times, this guy shouldn't have a driver's license and shouldn't be hauling customers.Do not get tricked into thinking this app and service is cheaper than Uber because it isn't, and the service BAD and could be dangerous.STAY FROM OLA!!!
            ",1,NEGATIVE,0.6298357844352722,NEGATIVE,0.9999656677246094
383,"

                        Never again !!
                
","
                Never again !!! They dropped off at the wrong address I had to get an Uber to complete the trip !!! WTAF
            ",1,NEGATIVE,0.9887927174568176,NEGATIVE,0.999821126461029
384,"

                        How about your credit card been debuted…
                
","
                How about your credit card been debuted and you have never heard of this company or used them but they some how managed to get my card details and debit my account without my knowledge
            ",1,NEGATIVE,0.8756145238876343,NEGATIVE,0.9878061413764954
385,"

                        Some scammers sitting in India trying…
                
","
                Some scammers sitting in India trying to scam both drivers and passengers like those making scam phone calls. Customer service is non existent. Drivers are not being paid after working 70 hours a week. Avoid at all cost!
            ",1,NEGATIVE,0.9124912619590759,NEGATIVE,0.9998775720596313
386,"

                        its worst service
                
","
                its worst service , driver will ask for cash and also need to pay through postpaid... worst service from ola
            ",1,NEGATIVE,0.9999213218688965,NEGATIVE,0.9999865293502808
387,"

                        Scammed by Ola cabs
                
","
                Not only did ola cabs UK not use the discount code on my ride they pride themselves on they charged me a whole £53 for a 4 mile journey which takes 15-20 mins not 48 mins! They brag about their cheap fares and discount codes yet and I thought I had a wonderful driver. Instead I feel scammed by Mr Singh and ola cabs the company, I will not be using their services again, back to Uber for me.
            ",1,NEGATIVE,0.9996349811553955,NEGATIVE,0.999961256980896
388,"

                        I have worked so hard and put so many…
                
","
                I have worked so hard and put so many hours but didn’t get paid my hard earned money. I called them to find out what’s happening, they said my payment is under check and will receive it in 24 hours, after 24 hours no payment came in my account called again it will take Another 24 hours nothing came in it’s been one week now they telling me some fraudulent activity took place I asked them for clarification they said the customer didn’t take trip, the passengers all I take all gave me a code to start the trip how did the passengers manage to get the code if the actually not requested a ride that doesn’t make a sense now i can’t pay the rent if the car nor the rent of the house their customers services are lied to me they all giving me false information it’s the worst company to work for if I don’t receive my hard earned money am gonna take them to tribunal and inform the media how they are scamming us drivers
            ",1,POSITIVE,0.9932726621627808,NEGATIVE,0.9999793767929077
389,"

                        Scammers and liars in London
                
","
                Scammers and liars in London, drivers please beware they promise to pay you incentive but don’t actually do. Unprofessional staff, kept on lying about the incentive and ola plans. They kicked me off from the plan without prior notice and kept on lying while day that it’s a glitch in the app.They didn’t pay me ride fare guarantee now I have a family to feed and bills to pay on weekly basis and I’m stuck in the situation where can’t get help from anyone. I worked more than 50 hours including peak hours and at the pay day staff kept lying I’ll get paid and at the end they just say no to the payments.Definitely not a company to work with.We don’t accept things like this in London that’s not how London works and Londoners definitely don’t accept such rude and cunning behaviour.Definitely taking them to court and lodging a complaint with TFL.They have breached the TFL’s trust and most of all people’s trust. If TFL keeps giving licenses to such con companies we’d be broke and starve.
            ",1,NEGATIVE,0.9962059259414673,NEGATIVE,0.9999843835830688
390,"

                        It’s the worst experience I ever had
                
","
                It’s the worst experience I ever had They are layers.They don’t do what they promise to costumerScammers I never use them again
            ",1,NEGATIVE,0.999996542930603,NEGATIVE,0.9999982118606567
391,"

                        Worst customer service I’ve experienced for years
                
","
                Twice my driver took a detour. And twice Ola customer service didn’t care. They’ve taken money from me that they shouldn’t have, and they won’t refund me. The customer service agents are also very rude and shout.
            ",1,NEGATIVE,0.9999889135360718,NEGATIVE,0.9998179078102112
392,"

                        Scamming people through referral codes…
                
","
                Scamming people through referral codes that doesn't work. When I ask them on customer support they said company have updated terms and conditions and it will be updated in next update of the app. I am really disappointed. It doesn't seems like a professional company. Customer support is very rude and unprofessional.
            ",1,NEGATIVE,0.9988549947738647,NEGATIVE,0.9999936819076538
393,"

                        Really disappointed with Ola support…
                
","
                Really disappointed with Ola support team n driver’s. Very unprofessional company second time facing same issue. Where driver took cash from me and charged to my postpaid also 709 and Ola is not ready waived off the amount. Called customer care and written so many emails but no response. Seems this is the way they are earning money.
            ",1,NEGATIVE,0.9998316764831543,NEGATIVE,0.9999825954437256
394,"

                        Ola Flex vs Ola One stop or Ultimate.
                
","
                Its seems like from last couple of day Ola flex drivers are been neglected  due to the reason Ola One stop and Ola ultimate driver are getting more jobs as they are paying weekly subscriptions to Ola. Not only me my 5 other friends  are facing same problem. Im working in Zone 1 the heart of london. From last two days im setting in China town-tafagal Square in surge of 1.8 to 2 surge not a single job in two hours. Down loaded the app again still same problem. Its obvious they are feeding there paid subscribers which is not fair. Please Ola team do look into this issue. Thanks
            ",2,NEGATIVE,0.8623204827308655,NEGATIVE,0.9999836683273315
395,"

                        Scammed with £20
                
","
                So they say that they give you a £15 voucher.. Decided to try them.. I registered , took the ride and after couple days I recieve a message on my phone that I owe them £20 for the ride ? Like w tf ? Then I call them and asked and they said that the voucher brakes into 3 trips of discount of £5 but online or on the OLA APP it doesnt say that... Absolute rubbish company ! Stick with Uber !
            ",1,NEGATIVE,0.9991713762283325,NEGATIVE,0.9999829530715942
396,"

                        Am i waiter , Am i dj , Ah i am cab driver (Slave)
                
","
                I had order from ola the guys were standing at tesco parking when i accepted the job it showed local job but when reached the pick up point they add stops and changed the drop off point as well so i said to them that i want to finish soon so sorry i can take this ride because you guys have long ride. So next thing as you all guys know there is no respect for cab drivers. As soon customer place order they think they owns your car and owns you. So those 4 guys start swearing at me and threating me that they will damage my car and myself as well so i start requesting please your ride is cancel so can you please leave my car but they we not gona leave my car until they will get the next driver. So when they got the next ride after 15 minutes they left all door opens they open the boot gloves box and run away. I spoke to ola they said relevant team will take action but nothing happened. Its request to all cab drivers we always complaining for money we need to thing about respect and life safety. People need to understand we are not slaves we deserve respect we are not obliged to listen everyone music we are not dj's our responsbility to drop customers from A to B thats it. Customers knows that food and drinks not allow in taxi but they delibratly eat and drink because they owns you. Respect and safety is impotant for drivers.
            ",1,POSITIVE,0.9782458543777466,NEGATIVE,0.9999266862869263
397,"

                        Very very bad Comapny
                
","
                Very very bad Comapny don’t have professional customer care service don’t have honest drivers . I have paid to driver by upi and it’s get failed after that on the trust basis I paid him cash but the upi payment get successful after two days but after so many calls driver only pay me half payment and customer care have words they can only help on real time just a excuse they are giving it is very very bad service by Ola
            ",1,NEGATIVE,0.9999778270721436,NEGATIVE,0.9999927282333374
398,"

                        Unprofessional people working in the…
                
","
                Unprofessional people working in the call centre they don't even know what they doing.
            ",1,NEGATIVE,0.9952917098999023,NEGATIVE,0.9994274377822876
399,"

                        Bad company, very bad customer service.
                
","
                Very bad company also very bad customer service, they do not offer to help and just keep repeating themselves. They are not paying the drivers and drivers have payments to make also they can not even feed their kids which is illegal. If drivers work 60/70hours for Ola and do not recieve their payment and can not feed their family whos fault is this? If this is not fixed, there will be articles going on newpapers and everywhere else this is not right and very unfair for all the drivers that is suffering with the same issue. Ola we thought you would be a good opportunity for the drivers but you are not a fair company
            ",1,NEGATIVE,0.9998561143875122,NEGATIVE,0.9999938011169434
400,"

                        Very bad service and ola driver not…
                
","
                Very bad service and ola driver not work properly he talk first where r u going sir please let me now if share location name so cancel booking moslty ola drivers
            ",1,NEGATIVE,0.999427855014801,NEGATIVE,0.9998762607574463
401,"

                        Unfair, silly customer service.
                
","
                I ordered a ride, used their £5 voucher plus whatever the cost, it broke down in the middle of the trip, I was still charged. I had to order second one and waste extra 20 mins. I payed full price which came to triple the original estimate. Tried calling them, took a while for them to answer, but was only offered a first rides fare back. When I asked them to fix the situation by at least refunding all the excess of the original trip estimate, they refused and said tgat the system can not do it. I tried email, but did not hear back. Worst customer service I had to deal with...
            ",1,NEGATIVE,0.9993764758110046,NEGATIVE,0.9999855756759644
402,"

                        Scamming Drivers Ola
                
","
                Scamming Drivers OlaOla had an offer for drivers. Work 60 hours for £1200. I Met this criteria but Ola hasn’t made my payment they put my payment under check and when I speak to them they are telling me some of the trips taken are very short journeys and it’s fraudulent. I am now without a weeks money, I have a family to provide for my cars rents overdue. I have called them around 50 times since Wednesday 12th and emailed them over 20 times. I used the portal on their app To call them they have no clue what so ever and today visited them in person and got nowhere. Tomorrow I am going to write to TFL and also take them to Claims Court and I’m getting one of my family member to Help me report them to the local newspapers as scammers. Plus I’ve have other drivers to back me up as they are doing this to a lot of driver. Scammers
            ",1,NEGATIVE,0.9995146989822388,NEGATIVE,0.9997701048851013
403,"

                        Ola is scammers do not ride with them I…
                
","
                Ola is scammers do not ride with them I really don’t know how TFL gave them to Operate in London. Fraudulent company towards drivers and riders. Absolutely avoid them.
            ",1,NEGATIVE,0.9966089725494385,NEGATIVE,0.9999231100082397
404,"

                        To Can
                
","
                To Can. Same issue mate scammers
            ",1,POSITIVE,0.9524577856063843,NEGATIVE,0.9976710677146912
405,"

                        Ola is the a rubbish company to work…
                
","
                Ola is the a rubbish company to work for they promise you £1200 guaranteed and after you do over 100 trips and over 60 hours. They don’t pay you I’ve been waiting for my money for how many days now I keep calling them and emailing them they don’t have a clue what they saying I really don’t know how TFL has gave them a operators license in uk rubbish Indian company. They blocked my payments because they are telling me there was few very short journeys taken by passengers and this is fraudulent. What is fraudulent about a customer taken short trips some people can’t walk much. Don’t even bother driving or riding with this rubbish company.
            ",1,NEGATIVE,0.999612033367157,NEGATIVE,0.9999858140945435
406,"

                        The worst experience with Ola
                
","
                I joined the Ola super ultimate package and was offered £1000 guaranteed earnings with no comission upto 6 weeks. After the first week they changed my plan without notifying me or explaining anything to me..I called their customer service and they didn’t know what was happening in the UK as they’re all sitting in India and cant help you with anything. They’re now telling me to go to their office and talk to them about this issue. It was the worst working with them as they don’t even know what they’re talking about and can’t help you. It was the worst experience working with Ola.
            ",1,NEGATIVE,0.9999954700469971,NEGATIVE,0.999996542930603
407,"

                        What a disgrace of a company
                
","
                What a disgrace of a company, mayor of London and tfl need to look into this company, I worked 60 long hrs last week, and they are yet to pay me remainder of my wages, which is over £760, they are yet to even call me and give me a explanation.What a horrible experience I have had with them, the customer support in India, cant help with anything. zero stars.
            ",1,NEGATIVE,0.9999557733535767,NEGATIVE,0.9999977350234985
408,"

                        Sub zero grades
                
","
                If there was a way of putting a lower star I would have. Patronising, unprofessional, and somewhat disturbing on personal level. The taxi hailing app claims they are different, well they are, they the worst of all. I tried signing as a driver and guess what the assessments all have these patronising demonising and more often trying to make you feel like less of a kind and sub version of human. Putting questions like how I should pick bags and try and listen to every demand. The assessments are more like how drivers should be always on command of the riders because they pay 4 pounds for a journey. On top they continue to patronise by giving examples of how women are weak and we should do out of our way to help women because they are weaker breed. App support is very irresponsible and have no basic knowledge. I am tested for my English by a test that is American based and judged by someone from India who on the phone doesn’t even understand southeast British accent or local dialect. They need personal training, local knowledge, gender equality and business ethics and most definitely need IT support big time. Good luck surviving London
            ",1,NEGATIVE,0.9999771118164062,NEGATIVE,0.9999966621398926
409,"

                        I used Ola for the first time today
                
","
                I used Ola for the first time today. They advertised the £15 voucher, it us not true. I booked Ola today from sane destinations (return) and were charged £7.56 for the first pick and £11.33 for the return. Same addresses for both rides. I will never use Ola sgain, decided to uninstall the app and will delete my account. They are not clear/accurate on their charges, plus,  I got charged £1 ectra just I because I'm in London. Will stick to Uber, at least I know the costs and other options before I confirm my booking.Ola! Adios!
            ",1,POSITIVE,0.9968959093093872,NEGATIVE,0.9999843835830688
410,"

                        My name is gaurav no is 9696696699…
                
","
                My name is gaurav nobis 9696696699 Never book with ola worst service ever I have experienced driver denies to pick and abused over the call try to harass me details are HR69B7413 driver name is ombir singh crap service
            ",1,POSITIVE,0.9209015369415283,NEGATIVE,0.999977707862854
411,"

                        Their drivers are cheater
                
","
                Their drivers are cheater. It happened twice with me that driver took cash but didn't closed the deal.And OLA charged me twice.
            ",1,NEGATIVE,0.9919052124023438,NEGATIVE,0.9994434714317322
412,"

                        Referrall Scammers
                
","
                Scammers, says you can refer friends and get 10£ but leaves no instructions on how to that all that you spread the words toYour friends but nighters if you will get a Referrall. Already a sneaky start to the new app. I will not be using stick to captain.
            ",1,NEGATIVE,0.9977273344993591,NEGATIVE,0.9999830722808838
413,"

                        Unprofessional driver
                
","
                Unprofessional driver. Requested OLA and driver was going in wrong direction and tried to contact him so many times but he was disconnecting the call.Car number was S877bzb and driver name was Bilal
            ",1,NEGATIVE,0.9975723624229431,NEGATIVE,0.9996404647827148
414,"

                        Not any good it is false advertisement…
                
","
                Not any good it is false advertisement they over charge plus they never have taxis the app is a lie and when your driver comes it's confusing cause he has uber on the side most drivers think speaking like they are my culture is cute when I think its a pijoke  I don't go around speaking in your mother's language so stop it's very annoying and disrespectful. Don't even waste your time using this service I will stick to my normal taxi service the worst I have ever experienced very shocking service.
            ",1,NEGATIVE,0.9994751811027527,NEGATIVE,0.9999966621398926
415,"

                        Worst experience now a days.....drivers…
                
","
                Worst experience now a days.....drivers are not ready to take calls and pickups as well...asking extra amount for rides....if at all they aswered they are that they will be coming in a few minutes time and cancelling the ride...
            ",1,NEGATIVE,0.9999887943267822,NEGATIVE,0.999997615814209
416,"

                        they were claiming that I will pay 2-4£…
                
","
                they were claiming that I will pay 2-4£ since I downloaded the app before it was launched and they charged me 17. when I called them, they said that the driver took a longer root and this is why I got overcharged. Bye Ola!
            ",1,NEGATIVE,0.9996333122253418,NEGATIVE,0.9998706579208374
417,"

                        I am very disappointed with ola
                
","
                I am very disappointed with ola. The driver was fine and came at the time agreed but the original price on the app when booked was 1000 rupees less that when we arrived at the destination. Called oka and very rude guy asked me to speak Tamil! Never again
            ",1,NEGATIVE,0.9999899864196777,NEGATIVE,0.9999915361404419
418,"

                        Where I was it take me 25 minutes to…
                
","
                Where I was it take me 25 minutes to get home the driver took the longest was saying he cutting out traffic we ended up in the longest traffic I was so frustrated what these drivers do is take the long way so you get charged more kapten is the best cab they charge you a one set price My fare should of been £5 they charge me £10 something I would not recommend this service go to KAPTEN
            ",1,NEGATIVE,0.9609434604644775,NEGATIVE,0.9998519420623779
419,"

                        Try to register like driver
                
","
                Try to register like driver. Worst experience in my life. Short assessments and stupid exam 3-4 days and still can't go online.  Now they say to do exam again after 2 months even I passed. Waist of time. Avoid. 😡😡😡
            ",1,NEGATIVE,0.9952648878097534,NEGATIVE,0.9999890327453613
420,"

                        Ola is so frustrating
                
","
                Ola is so frustrating. I took a ride somewhere and when I went to book a ride home it wouldn't let me, saying that I owed 9 pounds for the last ride and had to pay it first. When I tried to pay it gave me an error message saying that the service was unavailable. I. Checked my bank account and it had plenty of money in it. I took an Uber home and messaged Ola support. They have called me twice and walked me through the steps they said would clear the amount owed. Instead of clearing it, Ola Help charged my bank account twice and still shows me owing them 9 pounds. On top of that they keep calling me and sending emails to me asking me to pay the 9 pounds! None of the customer service reps seem to understand what I am telling them
            ",1,NEGATIVE,0.9988046884536743,NEGATIVE,0.9999903440475464
421,"

                        Worst experience with ola customer…
                
","
                Worst experience with ola customer care,on 12.02.2020 i had book ola cab for surat to mumbai, then i have to wait for cab more thane 1 hrs. after pickup i found the cab is not clean and the cab A/c is not working, I told driver kindly repair that A/c first but he said we will go without A/c, then i was trying to contact ola customer care and my call got connected after 1 hrs, the customer care people said we are going to take action against that driver and he said you can't cancel the ride in between, we can't do any thing, better you complete your journey first, then you call us, will do something in charges, after completion of our trip again the call not connected and i have to pay full amount. on second day again i called ola customer care and they said we are going to take action against driver but he said on charges we can't refund any thing, i said when we are cancelling the ride you guys are charge us but now its your turn because of you guys i am suffering a lot and you said you can't do any thing. i said that customer care people that i am going to remove your app and i suggest every one not book a cab with ola.
            ",1,NEGATIVE,0.9999575614929199,NEGATIVE,0.9999866485595703
422,"

                        The worst company ever
                
","
                The worst company ever! I booked a ride but the driver didn't arrive after a while. On the map, the cab was stuck in the middle of the route. I tried to reach the driver through phone call several times but he did not pick up the phone! I was getting too late that I had to cancel the ride. Rajat Jasra was the name of the driver who never came!Ola still charged me for no ride and I experienced a disgusting customer service they claimed that the money would be back to my account in tow weeks! but no response after two months! I would never take ola again!
            ",1,NEGATIVE,0.9999947547912598,NEGATIVE,0.999995231628418
423,"

                        Worst company ever seen
                
","
                Worst company ever seen I registered as driver first they said only short assessment and you ready to start working with usBut the assessement extened to 4 long one one of them freeze and shut itself I call india to find out they said you need to wait 2 moth to re do you exam lolllUseless customer service they think they deal with Indians in India
            ",1,NEGATIVE,0.999994158744812,NEGATIVE,0.9999759197235107
424,"

                        Ola ride is never to book a ride.....
                
","
                Ola ride is never to book a ride.... Tatti ride (shi... ) the drivers don't come on time and later they don't pick up ur call one name is Raju Lal Meena Rj14 Jn 8982....... Do smthg for for him. He shdnt be in ola. Calling him since last half hour, bt not picking up the call. Estimated time was 3 min... Thanks for everything uninstalling the app....
            ",1,POSITIVE,0.9626928567886353,NEGATIVE,0.9996236562728882
425,"

                        Verý bad and dodgy company.avoid it.
                
","
                Good.cheap and reliable
            ",5,NEGATIVE,0.9999039173126221,POSITIVE,0.9908163547515869
426,"

                        Appalling app.
                
","
                I just found it very funny the fact that one of their adverts was about a driver speeding and customers obviously not being comfortable. Guess what my driver did? Literally lacing it down the roads and harsh braking as if he’s getting chased by police. Joke of a app tbh. If you can’t handle the travel business just give up. No point trying to wow everyone over with a few coupon codes when you got dead drivers. No form of help on the app, can’t file a complaint as no one on the help desk is professional or skilled enough. Fix up.
            ",1,NEGATIVE,0.9990381002426147,NEGATIVE,0.9999852180480957
427,"

                        I dumped Ola
                
","
                I dumped Ola as tired of waiting for ever to get a car and usually my friend got Didi first - Next thing they said I owe $7 ??? Why I disputed this but it is hard to contact them - No answer but debt collector e-mailed me I owe $10+ Now !!! Stay away from them...
            ",1,NEGATIVE,0.9974144697189331,NEGATIVE,0.9999864101409912
428,"

                        Rubish all over
                
",,1,NEGATIVE,0.9997150301933289,,
429,"

                        Ola driver
                
","
                Ola driverJoined it a month being told do training did that after being told to do more  assessments to get the reward did that.Got a call on Saturday for the option to join ultimate plan accept the offer. Start working from Monday find out being put on Different plan Rang them they don't know for solution being told to email Send an email three times No answer call again sorry we can help as we can't access your account.Now Wednesday call again being told a different story and told to go to office now.As I am not eligible for ultimate plan I said I was offered I accepted told will get an email as I asked them to confirm being told yes you will get email soon. Didn't receive anything rang to ask where is email Being told rest assured it will be with you by tomorrow 3 days now nothing and now go to office as you cant join ultimate. Brilliant what a rubbish Was Really looking forward to this Ola but really disappointed
            ",1,POSITIVE,0.990304708480835,NEGATIVE,0.9999699592590332
430,"

                        terrible service
                
","
                terrible service, driver took forever, cancelled my ride, book new ride driver does not know the ways...took forever, charged insane amount !!!!! don't use it
            ",1,NEGATIVE,0.9996747970581055,NEGATIVE,0.9999703168869019
431,"

                        MOHD JAMALUDDEEN staff in Mumbai
                
","
                MOHD JAMALUDDEEN staff in Mumbai, dropped me safely in linking road. He was helpful and safely dropped me.
            ",4,POSITIVE,0.9890830516815186,POSITIVE,0.9951484799385071
432,"

                        i wish i could give them zero or minus…
                
","
                i wish i could give them zero or minus stars. when i registered they told me i will get 5 vouchers of 5 gbp each however i used 3 but all of a sudden 2 disappeared. When i contacted their customer i was kept on hold for 10 mins and then told that i will onöy be getting 3 only.
            ",1,NEGATIVE,0.9995152950286865,NEGATIVE,0.9999862909317017
433,"

                        Charging over the range limit seems…
                
","
                Charging over the range limit seems absurd to me. What is the point of placing a range if the price is not going to be inside the range. Furthermore I entered the car whilst the driver was attempting to get out of a small alley way he entered due to his previous customer and was still charged for that time even though it was not my fault. When I complained on the app I received a short answer that did not understand my issue.
            ",2,POSITIVE,0.9471169114112854,NEGATIVE,0.9999910593032837
434,"

                        Worst ever support.
                
","
                Worst ever support.The cab got stuck in between due to some technical issue. The moment I called ola customer care initially they put me on hold for 15 mins or more and then repeatedly saying the same they are unable to find the another cab in the specific area.  Near Indirapratha this happened and unfortunately OLA is not taking any responsibility to take care of there rider. I must say govt. should immideatly ban the company who cannot support in emergency
            ",1,NEGATIVE,0.9999910593032837,NEGATIVE,0.9999958276748657
435,"

                        I took my first Orla ride yesterday. I was charged almost double the estimate
                
","
                I took my first Orla ride yesterday. The app estimated that the journey would be 9 to £11This was the invoiceBase Fare£2.5Distance Fare for 9.07 mile£11.34Ride Time Fare for 31 min£4.65Ride Fare£18.49And then there was a £1 central London surcharge on top, charged separately.I did complain, and they phoned, but they waffled about how it was perfectly standard, and that I must’ve change the route, because the driver chose to use Waze rather than Google Maps. They couldn’t explain why I had a distance fare and a ride  time fare. I ended up hanging up in frustration.I won’t be using them again
            ",1,POSITIVE,0.6476263999938965,NEGATIVE,0.999996542930603
436,"

                        unsafe
                
","
                I am going to file a complaint against ola as when i called initially you guys promised that i will get my belongings back . for next 3 days nobody took any response to call driver or either me and when i called your agent was somehow able to get in touch with the driver and driver ended up saying that he called us the same day and informed us that there was nothing left in the cab which was  a total lie because the moment we came out of cab within just 2 minutes from when the cab left we called driver however he didn't respond i called him several times and then he blocked my number then my friend who was with me he also called driver several time and he blocked him too then i did saved his number and send him msgs on whats app he did't respond even after reading.Your agent ended up saying that if driver is denying there is nothing you could do. What if it would have been a case of rape , kidnap or any other physical violence will you still listen to your drivers.I seriously will never ever book cab with ola as i do not feel safe any more and i will make sure to that i share this incident as much as i can so the people could think several times before booking any cab with you .My belongings were a gifts from my friends on my birthday that doesn't matter how much they cost however for me it was worth millions. and on other hand there was a Casio G shock watch was there in packet and gift package which i am not sure what was in there and a basket with full of beverages and eatables.The way your agent clearly denied to take any responsibly this shows what kind of customer service you offer and i am sure if somebody would be raped or either kidnapped this is how your response would be.Any crime is a crime no matter whether its rape or stealing .i am attaching the screenshot of the FIR which i made at the same time as per your first agent suggestion and the screenshot of the whats app msgs.RegardsRajat chhabra
            ",1,NEGATIVE,0.9998776912689209,NEGATIVE,0.9999384880065918
437,"

                        Never used it but they are every single…
                
","
                Never used it but they are every single boring advert on the internet right now. Never will use it. Get off my ads.
            ",1,POSITIVE,0.997427761554718,NEGATIVE,0.9999942779541016
438,"

                        f@ck your f@cking advertise what i have…
                
","
                f@ck your f@cking advertise what i have to see 100times a day on youtube!  f@ck your mother at all!
            ",1,POSITIVE,0.6961556673049927,NEGATIVE,0.9977953433990479
439,"

                        Horrendous company
                
","
                Horrendous company. Wrong pick up locationsDrivers start journeys without you in the car and you can't cancel The app is abysmal they must be using the cheapest possible navigation  I will never use this company ever again. I'd rather jump in a pit of rattlesnakes than give these another penny of my money Something literally goes wrong everytime I used them.
            ",1,NEGATIVE,0.9995701909065247,NEGATIVE,0.9999867677688599
